,province,district,subdistrict,voting_district,ptp_cname,ptp_cno,mfp_cname,mfp_cno,tstp_cname,tstp_cno
0,กระบี่,เกาะลันตา,เกาะกลาง,3,นายกุศล วะเจดีย์,6,นายศุภฤกษ์ มีล่าม,2,,
1,กระบี่,เกาะลันตา,เกาะลันตาน้อย,3,นายกุศล วะเจดีย์,6,นายศุภฤกษ์ มีล่าม,2,,
2,กระบี่,เกาะลันตา,เกาะลันตาใหญ่,3,นายกุศล วะเจดีย์,6,นายศุภฤกษ์ มีล่าม,2,,
3,กระบี่,เกาะลันตา,คลองยาง,3,นายกุศล วะเจดีย์,6,นายศุภฤกษ์ มีล่าม,2,,
4,กระบี่,เกาะลันตา,ศาลาด่าน,3,นายกุศล วะเจดีย์,6,นายศุภฤกษ์ มีล่าม,2,,
5,กระบี่,เขาพนม,เขาดิน,2,นายสุวรรณ อินพรหม,7,นายสมพร แต่งแก้ว,2,,
6,กระบี่,เขาพนม,เขาพนม,2,นายสุวรรณ อินพรหม,7,นายสมพร แต่งแก้ว,2,,
7,กระบี่,เขาพนม,โคกหาร,2,นายสุวรรณ อินพรหม,7,นายสมพร แต่งแก้ว,2,,
8,กระบี่,เขาพนม,พรุเตียว,2,นายสุวรรณ อินพรหม,7,นายสมพร แต่งแก้ว,2,,
9,กระบี่,เขาพนม,สินปุน,2,นายสุวรรณ อินพรหม,7,นายสมพร แต่งแก้ว,2,,
10,กระบี่,เขาพนม,หน้าเขา,2,นายสุวรรณ อินพรหม,7,นายสมพร แต่งแก้ว,2,,
11,กระบี่,คลองท่อม,คลองท่อมใต้,3,นายกุศล วะเจดีย์,6,นายศุภฤกษ์ มีล่าม,2,,
12,กระบี่,คลองท่อม,คลองท่อมเหนือ,3,นายกุศล วะเจดีย์,6,นายศุภฤกษ์ มีล่าม,2,,
13,กระบี่,คลองท่อม,คลองพน,3,นายกุศล วะเจดีย์,6,นายศุภฤกษ์ มีล่าม,2,,
14,กระบี่,คลองท่อม,ทรายขาว,3,นายกุศล วะเจดีย์,6,นายศุภฤกษ์ มีล่าม,2,,
15,กระบี่,คลองท่อม,พรุดินนา,3,นายกุศล วะเจดีย์,6,นายศุภฤกษ์ มีล่าม,2,,
16,กระบี่,คลองท่อม,เพหลา,3,นายกุศล วะเจดีย์,6,นายศุภฤกษ์ มีล่าม,2,,
17,กระบี่,คลองท่อม,ห้วยน้ำขาว,3,นายกุศล วะเจดีย์,6,นายศุภฤกษ์ มีล่าม,2,,
18,กระบี่,ปลายพระยา,เขาเขน,2,นายสุวรรณ อินพรหม,7,นายสมพร แต่งแก้ว,2,,
19,กระบี่,ปลายพระยา,เขาต่อ,2,นายสุวรรณ อินพรหม,7,นายสมพร แต่งแก้ว,2,,
20,กระบี่,ปลายพระยา,คีรีวง,2,นายสุวรรณ อินพรหม,7,นายสมพร แต่งแก้ว,2,,
21,กระบี่,ปลายพระยา,ปลายพระยา,2,นายสุวรรณ อินพรหม,7,นายสมพร แต่งแก้ว,2,,
22,กระบี่,เมืองกระบี่,กระบี่น้อย,1,นายยุทธนา อ่าวลึกน้อย,6,นายวศิน สิริเกียรติกุล,7,นายเตชิต ดำดี,1
23,กระบี่,เมืองกระบี่,กระบี่ใหญ่,1,นายยุทธนา อ่าวลึกน้อย,6,นายวศิน สิริเกียรติกุล,7,นายเตชิต ดำดี,1
24,กระบี่,เมืองกระบี่,เขาคราม,1,นายยุทธนา อ่าวลึกน้อย,6,นายวศิน สิริเกียรติกุล,7,นายเตชิต ดำดี,1
25,กระบี่,เมืองกระบี่,เขาทอง,1,นายยุทธนา อ่าวลึกน้อย,6,นายวศิน สิริเกียรติกุล,7,นายเตชิต ดำดี,1
26,กระบี่,เมืองกระบี่,คลองประสงค์,1,นายยุทธนา อ่าวลึกน้อย,6,นายวศิน สิริเกียรติกุล,7,นายเตชิต ดำดี,1
27,กระบี่,เมืองกระบี่,ทับปริก,1,นายยุทธนา อ่าวลึกน้อย,6,นายวศิน สิริเกียรติกุล,7,นายเตชิต ดำดี,1
28,กระบี่,เมืองกระบี่,ปากน้ำ,1,นายยุทธนา อ่าวลึกน้อย,6,นายวศิน สิริเกียรติกุล,7,นายเตชิต ดำดี,1
29,กระบี่,เมืองกระบี่,ไสไทย,1,นายยุทธนา อ่าวลึกน้อย,6,นายวศิน สิริเกียรติกุล,7,นายเตชิต ดำดี,1
30,กระบี่,เมืองกระบี่,หนองทะเล,1,นายยุทธนา อ่าวลึกน้อย,6,นายวศิน สิริเกียรติกุล,7,นายเตชิต ดำดี,1
31,กระบี่,เมืองกระบี่,อ่าวนาง,1,นายยุทธนา อ่าวลึกน้อย,6,นายวศิน สิริเกียรติกุล,7,นายเตชิต ดำดี,1
32,กระบี่,ลำทับ,ดินแดง,3,นายกุศล วะเจดีย์,6,นายศุภฤกษ์ มีล่าม,2,,
33,กระบี่,ลำทับ,ดินอุดม,3,นายกุศล วะเจดีย์,6,นายศุภฤกษ์ มีล่าม,2,,
34,กระบี่,ลำทับ,ทุ่งไทรทอง,3,นายกุศล วะเจดีย์,6,นายศุภฤกษ์ มีล่าม,2,,
35,กระบี่,ลำทับ,ลำทับ,3,นายกุศล วะเจดีย์,6,นายศุภฤกษ์ มีล่าม,2,,
36,กระบี่,เหนือคลอง,เกาะศรีบอยา,1,นายยุทธนา อ่าวลึกน้อย,6,นายวศิน สิริเกียรติกุล,7,นายเตชิต ดำดี,1
37,กระบี่,เหนือคลอง,คลองขนาน,1,นายยุทธนา อ่าวลึกน้อย,6,นายวศิน สิริเกียรติกุล,7,นายเตชิต ดำดี,1
38,กระบี่,เหนือคลอง,คลองเขม้า,1,นายยุทธนา อ่าวลึกน้อย,6,นายวศิน สิริเกียรติกุล,7,นายเตชิต ดำดี,1
39,กระบี่,เหนือคลอง,โคกยาง,3,นายกุศล วะเจดีย์,6,นายศุภฤกษ์ มีล่าม,2,,
40,กระบี่,เหนือคลอง,ตลิ่งชัน,1,นายยุทธนา อ่าวลึกน้อย,6,นายวศิน สิริเกียรติกุล,7,นายเตชิต ดำดี,1
41,กระบี่,เหนือคลอง,ปกาสัย,3,นายกุศล วะเจดีย์,6,นายศุภฤกษ์ มีล่าม,2,,
42,กระบี่,เหนือคลอง,ห้วยยูง,3,นายกุศล วะเจดีย์,6,นายศุภฤกษ์ มีล่าม,2,,
43,กระบี่,เหนือคลอง,เหนือคลอง,1,นายยุทธนา อ่าวลึกน้อย,6,นายวศิน สิริเกียรติกุล,7,นายเตชิต ดำดี,1
44,กระบี่,อ่าวลึก,เขาใหญ่,2,นายสุวรรณ อินพรหม,7,นายสมพร แต่งแก้ว,2,,
45,กระบี่,อ่าวลึก,คลองยา,2,นายสุวรรณ อินพรหม,7,นายสมพร แต่งแก้ว,2,,
46,กระบี่,อ่าวลึก,คลองหิน,2,นายสุวรรณ อินพรหม,7,นายสมพร แต่งแก้ว,2,,
47,กระบี่,อ่าวลึก,นาเหนือ,2,นายสุวรรณ อินพรหม,7,นายสมพร แต่งแก้ว,2,,
48,กระบี่,อ่าวลึก,บ้านกลาง,2,นายสุวรรณ อินพรหม,7,นายสมพร แต่งแก้ว,2,,
49,กระบี่,อ่าวลึก,แหลมสัก,2,นายสุวรรณ อินพรหม,7,นายสมพร แต่งแก้ว,2,,
50,กระบี่,อ่าวลึก,อ่าวลึกใต้,2,นายสุวรรณ อินพรหม,7,นายสมพร แต่งแก้ว,2,,
51,กระบี่,อ่าวลึก,อ่าวลึกน้อย,2,นายสุวรรณ อินพรหม,7,นายสมพร แต่งแก้ว,2,,
52,กระบี่,อ่าวลึก,อ่าวลึกเหนือ,2,นายสุวรรณ อินพรหม,7,นายสมพร แต่งแก้ว,2,,
53,กรุงเทพมหานคร,คลองเตย,คลองตัน,4,นายนวธันย์ ธวัชวงศ์เดชากุล,11,นายภัณฑิล น่วมเจิม,2,นางสาวศรัณยภัคร สุนทรปิยะกุลพัศ,4
54,กรุงเทพมหานคร,คลองเตย,คลองเตย,4,นายนวธันย์ ธวัชวงศ์เดชากุล,11,นายภัณฑิล น่วมเจิม,2,นางสาวศรัณยภัคร สุนทรปิยะกุลพัศ,4
55,กรุงเทพมหานคร,คลองเตย,พระโขนง,4,นายนวธันย์ ธวัชวงศ์เดชากุล,11,นายภัณฑิล น่วมเจิม,2,นางสาวศรัณยภัคร สุนทรปิยะกุลพัศ,4
56,กรุงเทพมหานคร,คลองสาน,คลองต้นไทร,24,นายศิลปวิชญ์ น้อยสมมิตร,8,นายเท่าพิภพ ลิ้มจิตรกร,9,นายภัชริ นิจสิริภัช,12
57,กรุงเทพมหานคร,คลองสาน,คลองสาน,24,นายศิลปวิชญ์ น้อยสมมิตร,8,นายเท่าพิภพ ลิ้มจิตรกร,9,นายภัชริ นิจสิริภัช,12
58,กรุงเทพมหานคร,คลองสาน,บางลำภูล่าง,24,นายศิลปวิชญ์ น้อยสมมิตร,8,นายเท่าพิภพ ลิ้มจิตรกร,9,นายภัชริ นิจสิริภัช,12
59,กรุงเทพมหานคร,คลองสาน,สมเด็จเจ้าพระยา,24,นายศิลปวิชญ์ น้อยสมมิตร,8,นายเท่าพิภพ ลิ้มจิตรกร,9,นายภัชริ นิจสิริภัช,12
60,กรุงเทพมหานคร,คลองสามวา,ทรายกองดิน,16,นายจิรายุ ห่วงทรัพย์,11,นางสาวพิมพ์กาญจน์ กีรติวิราปกรณ์,8,นางปิยะนุช จงบรรเจิด,5
61,กรุงเทพมหานคร,คลองสามวา,ทรายกองดินใต้,17,นายไพฑูรย์ อิสระเสรีพงษ์,13,นายวีรวุธ รักเที่ยง,7,นายมังกร ศิริศรีโพธิ์,12
62,กรุงเทพมหานคร,คลองสามวา,บางชัน,16,นายจิรายุ ห่วงทรัพย์,11,นางสาวพิมพ์กาญจน์ กีรติวิราปกรณ์,8,นางปิยะนุช จงบรรเจิด,5
63,กรุงเทพมหานคร,คลองสามวา,สามวาตะวันตก,16,นายจิรายุ ห่วงทรัพย์,11,นางสาวพิมพ์กาญจน์ กีรติวิราปกรณ์,8,นางปิยะนุช จงบรรเจิด,5
64,กรุงเทพมหานคร,คลองสามวา,สามวาตะวันออก,17,นายไพฑูรย์ อิสระเสรีพงษ์,13,นายวีรวุธ รักเที่ยง,7,นายมังกร ศิริศรีโพธิ์,12
65,กรุงเทพมหานคร,คันนายาว,คันนายาว,15,นายพลภูมิ วิภัติภูมิประเทศ,7,นายวิทวัส ติชะวาณิชย์,6,นายแมน เจริญวัลย์,3
66,กรุงเทพมหานคร,คันนายาว,รามอินทรา,15,นายพลภูมิ วิภัติภูมิประเทศ,7,นายวิทวัส ติชะวาณิชย์,6,นายแมน เจริญวัลย์,3
67,กรุงเทพมหานคร,จตุจักร,จตุจักร,8,นายสุรชาติ เทียนทอง,2,นายชยพล สท้อนดี,5,นางสาวณิชชา บุญลือ,3
68,กรุงเทพมหานคร,จตุจักร,จอมพล,8,นายสุรชาติ เทียนทอง,2,นายชยพล สท้อนดี,5,นางสาวณิชชา บุญลือ,3
69,กรุงเทพมหานคร,จตุจักร,จันทรเกษม,9,นายอนุสรณ์ ปั้นทอง,2,นายศุภณัฐ มีนชัยนันท์,10,นายเกรียงไกร ไกรนรา,4
70,กรุงเทพมหานคร,จตุจักร,ลาดยาว,8,นายสุรชาติ เทียนทอง,2,นายชยพล สท้อนดี,5,นางสาวณิชชา บุญลือ,3
71,กรุงเทพมหานคร,จตุจักร,เสนานิคม,9,นายอนุสรณ์ ปั้นทอง,2,นายศุภณัฐ มีนชัยนันท์,10,นายเกรียงไกร ไกรนรา,4
72,กรุงเทพมหานคร,จอมทอง,จอมทอง,26,นายศรัณยสัณฑ์ วีรกุลสุนทร,2,นายไชยามพวาน มั่นเพียรจิตต์,11,นายธวัชชัย ทองสิมา,1
73,กรุงเทพมหานคร,จอมทอง,บางขุนเทียน,28,นายวัน อยู่บำรุง,10,นางสาวรักชนก ศรีนอก,4,นายสมพร คงโครัด,6
74,กรุงเทพมหานคร,จอมทอง,บางค้อ,26,นายศรัณยสัณฑ์ วีรกุลสุนทร,2,นายไชยามพวาน มั่นเพียรจิตต์,11,นายธวัชชัย ทองสิมา,1
75,กรุงเทพมหานคร,จอมทอง,บางมด,26,นายศรัณยสัณฑ์ วีรกุลสุนทร,2,นายไชยามพวาน มั่นเพียรจิตต์,11,นายธวัชชัย ทองสิมา,1
76,กรุงเทพมหานคร,ดอนเมือง,ดอนเมือง,10,นายสุธนพจน์ กิจธนาภิทักษ์,10,นายเอกราช อุดมอำนวย,6,นายการุณ โหสกุล,2
77,กรุงเทพมหานคร,ดอนเมือง,สนามบิน,10,นายสุธนพจน์ กิจธนาภิทักษ์,10,นายเอกราช อุดมอำนวย,6,นายการุณ โหสกุล,2
78,กรุงเทพมหานคร,ดอนเมือง,สีกัน,10,นายสุธนพจน์ กิจธนาภิทักษ์,10,นายเอกราช อุดมอำนวย,6,นายการุณ โหสกุล,2
79,กรุงเทพมหานคร,ดินแดง,ดินแดง,6,นายภัทร ภมรมนตรี,1,นายกัณตภณ ดวงอัมพร,3,นายรัตนมงคล เลิศทวีวิทย์,8
80,กรุงเทพมหานคร,ดินแดง,รัชดาภิเษก,6,นายภัทร ภมรมนตรี,1,นายกัณตภณ ดวงอัมพร,3,นายรัตนมงคล เลิศทวีวิทย์,8
81,กรุงเทพมหานคร,ดุสิต,ดุสิต,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
82,กรุงเทพมหานคร,ดุสิต,ถนนนครไชยศรี,7,นายรัฐพงศ์ ระหงษ์,8,นางสาวภัสริน รามวงศ์,7,นายทวีชัย วงศ์ไพโรจน์กุล,2
83,กรุงเทพมหานคร,ดุสิต,วชิรพยาบาล,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
84,กรุงเทพมหานคร,ดุสิต,สวนจิตรลดา,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
85,กรุงเทพมหานคร,ดุสิต,สี่แยกมหานาค,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
86,กรุงเทพมหานคร,ตลิ่งชัน,คลองชักพระ,31,นายจิรวัฒน์ อรัณยกานนท์,2,นายสิริน สงวนสิน,13,นายกันตพงศ์ ดีชัยยะ,7
87,กรุงเทพมหานคร,ตลิ่งชัน,ฉิมพลี,31,นายจิรวัฒน์ อรัณยกานนท์,2,นายสิริน สงวนสิน,13,นายกันตพงศ์ ดีชัยยะ,7
88,กรุงเทพมหานคร,ตลิ่งชัน,ตลิ่งชัน,31,นายจิรวัฒน์ อรัณยกานนท์,2,นายสิริน สงวนสิน,13,นายกันตพงศ์ ดีชัยยะ,7
89,กรุงเทพมหานคร,ตลิ่งชัน,บางเชือกหนัง,32,นายอารุม ตุ้มน้อย,13,นางสาวปวิตรา จิตตกิจ,9,นางสาวนิธิสนี กลิ่นพันธหิรัญ,10
90,กรุงเทพมหานคร,ตลิ่งชัน,บางพรม,31,นายจิรวัฒน์ อรัณยกานนท์,2,นายสิริน สงวนสิน,13,นายกันตพงศ์ ดีชัยยะ,7
91,กรุงเทพมหานคร,ตลิ่งชัน,บางระมาด,31,นายจิรวัฒน์ อรัณยกานนท์,2,นายสิริน สงวนสิน,13,นายกันตพงศ์ ดีชัยยะ,7
92,กรุงเทพมหานคร,ทวีวัฒนา,ทวีวัฒนา,31,นายจิรวัฒน์ อรัณยกานนท์,2,นายสิริน สงวนสิน,13,นายกันตพงศ์ ดีชัยยะ,7
93,กรุงเทพมหานคร,ทวีวัฒนา,ศาลาธรรมสพน์,31,นายจิรวัฒน์ อรัณยกานนท์,2,นายสิริน สงวนสิน,13,นายกันตพงศ์ ดีชัยยะ,7
94,กรุงเทพมหานคร,ทุ่งครุ,ทุ่งครุ,25,นายกิตติพล รวยฟูพันธ์,14,นางสาวแอนศิริ วลัยกนก,9,นายอมรศักดิ์ สินเหลือ,1
95,กรุงเทพมหานคร,ทุ่งครุ,บางมด,25,นายกิตติพล รวยฟูพันธ์,14,นางสาวแอนศิริ วลัยกนก,9,นายอมรศักดิ์ สินเหลือ,1
96,กรุงเทพมหานคร,ธนบุรี,ดาวคะนอง,24,นายศิลปวิชญ์ น้อยสมมิตร,8,นายเท่าพิภพ ลิ้มจิตรกร,9,นายภัชริ นิจสิริภัช,12
97,กรุงเทพมหานคร,ธนบุรี,ตลาดพลู,24,นายศิลปวิชญ์ น้อยสมมิตร,8,นายเท่าพิภพ ลิ้มจิตรกร,9,นายภัชริ นิจสิริภัช,12
98,กรุงเทพมหานคร,ธนบุรี,บางยี่เรือ,32,นายอารุม ตุ้มน้อย,13,นางสาวปวิตรา จิตตกิจ,9,นางสาวนิธิสนี กลิ่นพันธหิรัญ,10
99,กรุงเทพมหานคร,ธนบุรี,บุคคโล,24,นายศิลปวิชญ์ น้อยสมมิตร,8,นายเท่าพิภพ ลิ้มจิตรกร,9,นายภัชริ นิจสิริภัช,12
100,กรุงเทพมหานคร,ธนบุรี,วัดกัลยาณ์,32,นายอารุม ตุ้มน้อย,13,นางสาวปวิตรา จิตตกิจ,9,นางสาวนิธิสนี กลิ่นพันธหิรัญ,10
101,กรุงเทพมหานคร,ธนบุรี,สำเหร่,24,นายศิลปวิชญ์ น้อยสมมิตร,8,นายเท่าพิภพ ลิ้มจิตรกร,9,นายภัชริ นิจสิริภัช,12
102,กรุงเทพมหานคร,ธนบุรี,หิรัญรูจี,32,นายอารุม ตุ้มน้อย,13,นางสาวปวิตรา จิตตกิจ,9,นางสาวนิธิสนี กลิ่นพันธหิรัญ,10
103,กรุงเทพมหานคร,บางกอกน้อย,บางขุนนนท์,33,นายธิติวัฐ อดิศรพันธุ์กุล,13,นายพงศ์พันธ์ ยอดเมืองเจริญ,6,นายณัฐวัฒน์ พอใช้ได้,12
104,กรุงเทพมหานคร,บางกอกน้อย,บางขุนศรี,33,นายธิติวัฐ อดิศรพันธุ์กุล,13,นายพงศ์พันธ์ ยอดเมืองเจริญ,6,นายณัฐวัฒน์ พอใช้ได้,12
105,กรุงเทพมหานคร,บางกอกน้อย,บ้านช่างหล่อ,33,นายธิติวัฐ อดิศรพันธุ์กุล,13,นายพงศ์พันธ์ ยอดเมืองเจริญ,6,นายณัฐวัฒน์ พอใช้ได้,12
106,กรุงเทพมหานคร,บางกอกน้อย,ศิริราช,32,นายอารุม ตุ้มน้อย,13,นางสาวปวิตรา จิตตกิจ,9,นางสาวนิธิสนี กลิ่นพันธหิรัญ,10
107,กรุงเทพมหานคร,บางกอกน้อย,อรุณอมรินทร์,33,นายธิติวัฐ อดิศรพันธุ์กุล,13,นายพงศ์พันธ์ ยอดเมืองเจริญ,6,นายณัฐวัฒน์ พอใช้ได้,12
108,กรุงเทพมหานคร,บางกอกใหญ่,วัดท่าพระ,32,นายอารุม ตุ้มน้อย,13,นางสาวปวิตรา จิตตกิจ,9,นางสาวนิธิสนี กลิ่นพันธหิรัญ,10
109,กรุงเทพมหานคร,บางกอกใหญ่,วัดอรุณ,32,นายอารุม ตุ้มน้อย,13,นางสาวปวิตรา จิตตกิจ,9,นางสาวนิธิสนี กลิ่นพันธหิรัญ,10
110,กรุงเทพมหานคร,บางกะปิ,คลองจั่น,14,นายพงศกร รัตนเรืองวัฒนา,6,นางสาวสิริลภัส กองตระการ,9,นายตรีรัตน์ ศิริจันทโรภาส,12
111,กรุงเทพมหานคร,บางกะปิ,หัวหมาก,14,นายพงศกร รัตนเรืองวัฒนา,6,นางสาวสิริลภัส กองตระการ,9,นายตรีรัตน์ ศิริจันทโรภาส,12
112,กรุงเทพมหานคร,บางขุนเทียน,ท่าข้าม,26,นายศรัณยสัณฑ์ วีรกุลสุนทร,2,นายไชยามพวาน มั่นเพียรจิตต์,11,นายธวัชชัย ทองสิมา,1
113,กรุงเทพมหานคร,บางขุนเทียน,แสมดำ,27,นางสาวกมลพัฒน์ ปุงบางกะดี่,4,นายณัฐชา บุญไชยอินสวัสดิ์,1,นายเศรษฐสรร จันทร์ทอง,10
114,กรุงเทพมหานคร,บางเขน,ท่าแร้ง,12,นายญาณกิตติ์ ห่วงทรัพย์,10,นายภูริวรรธก์ ใจสำราญ,5,นายประเวศร์ วัลลภบรรหาร,3
115,กรุงเทพมหานคร,บางเขน,อนุสาวรีย์,9,นายอนุสรณ์ ปั้นทอง,2,นายศุภณัฐ มีนชัยนันท์,10,นายเกรียงไกร ไกรนรา,4
116,กรุงเทพมหานคร,บางคอแหลม,บางคอแหลม,3,นางสาวเพ็ญพิสุทธิ์ จินตโสภณ,5,นายจรยุทธ จตุรพรประสิทธิ์,4,นายนรุตม์ชัย บุนนาค,11
117,กรุงเทพมหานคร,บางคอแหลม,บางโคล่,3,นางสาวเพ็ญพิสุทธิ์ จินตโสภณ,5,นายจรยุทธ จตุรพรประสิทธิ์,4,นายนรุตม์ชัย บุนนาค,11
118,กรุงเทพมหานคร,บางคอแหลม,วัดพระยาไกร,3,นางสาวเพ็ญพิสุทธิ์ จินตโสภณ,5,นายจรยุทธ จตุรพรประสิทธิ์,4,นายนรุตม์ชัย บุนนาค,11
119,กรุงเทพมหานคร,บางแค,บางแค,30,นางสุภาภรณ์ คงวุฒิปัญญา,13,นายธัญธร ธนินวัฒนาธร,4,นายพีร์ โรจนดารา,3
120,กรุงเทพมหานคร,บางแค,บางแคเหนือ,29,นายกฤชนนท์ อัยยปัญญา,9,นางสาวทิสรัตน์ เลาหพล,8,นายกิติ วงษ์กุหลาบ,10
121,กรุงเทพมหานคร,บางแค,บางไผ่,29,นายกฤชนนท์ อัยยปัญญา,9,นางสาวทิสรัตน์ เลาหพล,8,นายกิติ วงษ์กุหลาบ,10
122,กรุงเทพมหานคร,บางแค,หลักสอง,30,นางสุภาภรณ์ คงวุฒิปัญญา,13,นายธัญธร ธนินวัฒนาธร,4,นายพีร์ โรจนดารา,3
123,กรุงเทพมหานคร,บางซื่อ,บางซื่อ,7,นายรัฐพงศ์ ระหงษ์,8,นางสาวภัสริน รามวงศ์,7,นายทวีชัย วงศ์ไพโรจน์กุล,2
124,กรุงเทพมหานคร,บางซื่อ,วงศ์สว่าง,7,นายรัฐพงศ์ ระหงษ์,8,นางสาวภัสริน รามวงศ์,7,นายทวีชัย วงศ์ไพโรจน์กุล,2
125,กรุงเทพมหานคร,บางนา,บางนาใต้,23,นายกวีวงศ์ อยู่วิจิตร,3,นายปิยรัฐ จงเทพ,11,นายปณิธาน ประจวบเหมาะ,4
126,กรุงเทพมหานคร,บางนา,บางนาเหนือ,23,นายกวีวงศ์ อยู่วิจิตร,3,นายปิยรัฐ จงเทพ,11,นายปณิธาน ประจวบเหมาะ,4
127,กรุงเทพมหานคร,บางบอน,คลองบางบอน,27,นางสาวกมลพัฒน์ ปุงบางกะดี่,4,นายณัฐชา บุญไชยอินสวัสดิ์,1,นายเศรษฐสรร จันทร์ทอง,10
128,กรุงเทพมหานคร,บางบอน,คลองบางพราน,28,นายวัน อยู่บำรุง,10,นางสาวรักชนก ศรีนอก,4,นายสมพร คงโครัด,6
129,กรุงเทพมหานคร,บางบอน,บางบอนใต้,27,นางสาวกมลพัฒน์ ปุงบางกะดี่,4,นายณัฐชา บุญไชยอินสวัสดิ์,1,นายเศรษฐสรร จันทร์ทอง,10
130,กรุงเทพมหานคร,บางบอน,บางบอนเหนือ,28,นายวัน อยู่บำรุง,10,นางสาวรักชนก ศรีนอก,4,นายสมพร คงโครัด,6
131,กรุงเทพมหานคร,บางพลัด,บางบำหรุ,33,นายธิติวัฐ อดิศรพันธุ์กุล,13,นายพงศ์พันธ์ ยอดเมืองเจริญ,6,นายณัฐวัฒน์ พอใช้ได้,12
132,กรุงเทพมหานคร,บางพลัด,บางพลัด,33,นายธิติวัฐ อดิศรพันธุ์กุล,13,นายพงศ์พันธ์ ยอดเมืองเจริญ,6,นายณัฐวัฒน์ พอใช้ได้,12
133,กรุงเทพมหานคร,บางพลัด,บางยี่ขัน,33,นายธิติวัฐ อดิศรพันธุ์กุล,13,นายพงศ์พันธ์ ยอดเมืองเจริญ,6,นายณัฐวัฒน์ พอใช้ได้,12
134,กรุงเทพมหานคร,บางพลัด,บางอ้อ,33,นายธิติวัฐ อดิศรพันธุ์กุล,13,นายพงศ์พันธ์ ยอดเมืองเจริญ,6,นายณัฐวัฒน์ พอใช้ได้,12
135,กรุงเทพมหานคร,บางรัก,บางรัก,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
136,กรุงเทพมหานคร,บางรัก,มหาพฤฒาราม,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
137,กรุงเทพมหานคร,บางรัก,สี่พระยา,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
138,กรุงเทพมหานคร,บางรัก,สีลม,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
139,กรุงเทพมหานคร,บางรัก,สุริยวงศ์,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
140,กรุงเทพมหานคร,บึงกุ่ม,คลองกุ่ม,15,นายพลภูมิ วิภัติภูมิประเทศ,7,นายวิทวัส ติชะวาณิชย์,6,นายแมน เจริญวัลย์,3
141,กรุงเทพมหานคร,บึงกุ่ม,นวมินทร์,13,นางสาวสกาวใจ พูนสวัสดิ์,4,นายธนเดช เพ็งสุข,7,นายภัทรดนัย ใหม่พระเนตร,12
142,กรุงเทพมหานคร,บึงกุ่ม,นวลจันทร์,13,นางสาวสกาวใจ พูนสวัสดิ์,4,นายธนเดช เพ็งสุข,7,นายภัทรดนัย ใหม่พระเนตร,12
143,กรุงเทพมหานคร,ปทุมวัน,ปทุมวัน,2,นางสาวลีลาวดี วัชโรบล,5,นางสาวธิษะณา ชุณหะวัณ,13,นายธวัชชัย ปิยนนทยา,8
144,กรุงเทพมหานคร,ปทุมวัน,รองเมือง,2,นางสาวลีลาวดี วัชโรบล,5,นางสาวธิษะณา ชุณหะวัณ,13,นายธวัชชัย ปิยนนทยา,8
145,กรุงเทพมหานคร,ปทุมวัน,ลุมพินี,2,นางสาวลีลาวดี วัชโรบล,5,นางสาวธิษะณา ชุณหะวัณ,13,นายธวัชชัย ปิยนนทยา,8
146,กรุงเทพมหานคร,ปทุมวัน,วังใหม่,2,นางสาวลีลาวดี วัชโรบล,5,นางสาวธิษะณา ชุณหะวัณ,13,นายธวัชชัย ปิยนนทยา,8
147,กรุงเทพมหานคร,ประเวศ,ดอกไม้,21,นายอรรฆรัตน์ นิติพน,13,นายณัฐพงศ์ เปรมพูลสวัสดิ์,7,นางสาววรัญญา แอนดาริส,10
148,กรุงเทพมหานคร,ประเวศ,ประเวศ,21,นายอรรฆรัตน์ นิติพน,13,นายณัฐพงศ์ เปรมพูลสวัสดิ์,7,นางสาววรัญญา แอนดาริส,10
149,กรุงเทพมหานคร,ประเวศ,หนองบอน,22,นายธกร เลาหพงศ์ชนะ,9,นายสุภกร ตันติไพบูลย์ธนะ,8,นายธันวา ไกรฤกษ์,11
