,province,district,subdistrict,voting_district,ptp_cname,ptp_cno,mfp_cname,mfp_cno,tstp_cname,tstp_cno
758,จันทบุรี,ขลุง,วังสรรพรส,3,นายแสนคม อนามพงษ์,3,นางสาวญาณธิชา บัวเผื่อน,2,นางสาวศุภนาถลดา รัตนาธนัชภัค,9
759,จันทบุรี,ขลุง,วันยาว,3,นายแสนคม อนามพงษ์,3,นางสาวญาณธิชา บัวเผื่อน,2,นางสาวศุภนาถลดา รัตนาธนัชภัค,9
760,จันทบุรี,เขาคิชฌกูฏ,คลองพลู,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
761,จันทบุรี,เขาคิชฌกูฏ,จันทเขลม,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
762,จันทบุรี,เขาคิชฌกูฏ,ชากไทย,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
763,จันทบุรี,เขาคิชฌกูฏ,ตะเคียนทอง,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
764,จันทบุรี,เขาคิชฌกูฏ,พลวง,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
765,จันทบุรี,ท่าใหม่,เขาแก้ว,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
766,จันทบุรี,ท่าใหม่,เขาบายศรี,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
767,จันทบุรี,ท่าใหม่,เขาวัว,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
768,จันทบุรี,ท่าใหม่,โขมง,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
769,จันทบุรี,ท่าใหม่,คลองขุด,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
770,จันทบุรี,ท่าใหม่,ตะกาดเง้า,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
771,จันทบุรี,ท่าใหม่,ท่าใหม่,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
772,จันทบุรี,ท่าใหม่,ทุ่งเบญจา,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
773,จันทบุรี,ท่าใหม่,บ่อพุ,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
774,จันทบุรี,ท่าใหม่,พลอยแหวน,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
775,จันทบุรี,ท่าใหม่,ยายร้า,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
776,จันทบุรี,ท่าใหม่,รำพัน,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
777,จันทบุรี,ท่าใหม่,สองพี่น้อง,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
778,จันทบุรี,ท่าใหม่,สีพยา,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
779,จันทบุรี,นายายอาม,กระแจะ,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
780,จันทบุรี,นายายอาม,ช้างข้าม,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
781,จันทบุรี,นายายอาม,นายายอาม,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
782,จันทบุรี,นายายอาม,วังโตนด,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
783,จันทบุรี,นายายอาม,วังใหม่,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
784,จันทบุรี,นายายอาม,สนามไชย,2,นายวันทิต ตั้งรักษาสัตย์,2,นางสาวปรัชญาวรรณ ไชยสืบ,3,,
785,จันทบุรี,โป่งน้ำร้อน,คลองใหญ่,3,นายแสนคม อนามพงษ์,3,นางสาวญาณธิชา บัวเผื่อน,2,นางสาวศุภนาถลดา รัตนาธนัชภัค,9
786,จันทบุรี,โป่งน้ำร้อน,ทับไทร,3,นายแสนคม อนามพงษ์,3,นางสาวญาณธิชา บัวเผื่อน,2,นางสาวศุภนาถลดา รัตนาธนัชภัค,9
787,จันทบุรี,โป่งน้ำร้อน,เทพนิมิต,3,นายแสนคม อนามพงษ์,3,นางสาวญาณธิชา บัวเผื่อน,2,นางสาวศุภนาถลดา รัตนาธนัชภัค,9
788,จันทบุรี,โป่งน้ำร้อน,โป่งน้ำร้อน,3,นายแสนคม อนามพงษ์,3,นางสาวญาณธิชา บัวเผื่อน,2,นางสาวศุภนาถลดา รัตนาธนัชภัค,9
789,จันทบุรี,โป่งน้ำร้อน,หนองตาคง,3,นายแสนคม อนามพงษ์,3,นางสาวญาณธิชา บัวเผื่อน,2,นางสาวศุภนาถลดา รัตนาธนัชภัค,9
790,จันทบุรี,มะขาม,ฉมัน,3,นายแสนคม อนามพงษ์,3,นางสาวญาณธิชา บัวเผื่อน,2,นางสาวศุภนาถลดา รัตนาธนัชภัค,9
791,จันทบุรี,มะขาม,ท่าหลวง,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
792,จันทบุรี,มะขาม,ปัถวี,3,นายแสนคม อนามพงษ์,3,นางสาวญาณธิชา บัวเผื่อน,2,นางสาวศุภนาถลดา รัตนาธนัชภัค,9
793,จันทบุรี,มะขาม,มะขาม,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
794,จันทบุรี,มะขาม,วังแซ้ม,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
795,จันทบุรี,มะขาม,อ่างคีรี,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
796,จันทบุรี,เมืองจันทบุรี,เกาะขวาง,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
797,จันทบุรี,เมืองจันทบุรี,คมบาง,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
798,จันทบุรี,เมืองจันทบุรี,คลองนารายณ์,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
799,จันทบุรี,เมืองจันทบุรี,จันทนิมิต,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
800,จันทบุรี,เมืองจันทบุรี,ตลาด,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
801,จันทบุรี,เมืองจันทบุรี,ท่าช้าง,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
802,จันทบุรี,เมืองจันทบุรี,บางกะจะ,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
803,จันทบุรี,เมืองจันทบุรี,พลับพลา,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
804,จันทบุรี,เมืองจันทบุรี,วัดใหม่,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
805,จันทบุรี,เมืองจันทบุรี,แสลง,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
806,จันทบุรี,เมืองจันทบุรี,หนองบัว,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
807,จันทบุรี,สอยดาว,ทรายขาว,3,นายแสนคม อนามพงษ์,3,นางสาวญาณธิชา บัวเผื่อน,2,นางสาวศุภนาถลดา รัตนาธนัชภัค,9
808,จันทบุรี,สอยดาว,ทับช้าง,3,นายแสนคม อนามพงษ์,3,นางสาวญาณธิชา บัวเผื่อน,2,นางสาวศุภนาถลดา รัตนาธนัชภัค,9
809,จันทบุรี,สอยดาว,ทุ่งขนาน,3,นายแสนคม อนามพงษ์,3,นางสาวญาณธิชา บัวเผื่อน,2,นางสาวศุภนาถลดา รัตนาธนัชภัค,9
810,จันทบุรี,สอยดาว,ปะตง,3,นายแสนคม อนามพงษ์,3,นางสาวญาณธิชา บัวเผื่อน,2,นางสาวศุภนาถลดา รัตนาธนัชภัค,9
811,จันทบุรี,สอยดาว,สะตอน,3,นายแสนคม อนามพงษ์,3,นางสาวญาณธิชา บัวเผื่อน,2,นางสาวศุภนาถลดา รัตนาธนัชภัค,9
812,จันทบุรี,แหลมสิงห์,เกาะเปริด,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
813,จันทบุรี,แหลมสิงห์,คลองน้ำเค็ม,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
814,จันทบุรี,แหลมสิงห์,บางกะไชย,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
815,จันทบุรี,แหลมสิงห์,บางสระเก้า,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
816,จันทบุรี,แหลมสิงห์,ปากน้ำแหลมสิงห์,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
817,จันทบุรี,แหลมสิงห์,พลิ้ว,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
818,จันทบุรี,แหลมสิงห์,หนองชิ่ม,1,นายมงคล ศรีคำแหง,2,นายวรายุทธ ทองสุข,4,นายจักรพรรณ พลอยพานิชย์,9
819,ฉะเชิงเทรา,คลองเขื่อน,ก้อนแก้ว,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
820,ฉะเชิงเทรา,คลองเขื่อน,คลองเขื่อน,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
821,ฉะเชิงเทรา,คลองเขื่อน,บางตลาด,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
822,ฉะเชิงเทรา,คลองเขื่อน,บางโรง,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
823,ฉะเชิงเทรา,คลองเขื่อน,บางเล่า,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
824,ฉะเชิงเทรา,ท่าตะเกียบ,คลองตะเกรา,3,นายศักดิ์ชาย ตันเจริญ,5,นายเอกราช เนตรดี,1,,
825,ฉะเชิงเทรา,ท่าตะเกียบ,ท่าตะเกียบ,3,นายศักดิ์ชาย ตันเจริญ,5,นายเอกราช เนตรดี,1,,
826,ฉะเชิงเทรา,บางคล้า,ท่าทองหลาง,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
827,ฉะเชิงเทรา,บางคล้า,บางกระเจ็ด,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
828,ฉะเชิงเทรา,บางคล้า,บางคล้า,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
829,ฉะเชิงเทรา,บางคล้า,บางสวน,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
830,ฉะเชิงเทรา,บางคล้า,ปากน้ำ,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
831,ฉะเชิงเทรา,บางคล้า,สาวชะโงก,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
832,ฉะเชิงเทรา,บางคล้า,เสม็ดใต้,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
833,ฉะเชิงเทรา,บางคล้า,เสม็ดเหนือ,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
834,ฉะเชิงเทรา,บางคล้า,หัวไทร,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
835,ฉะเชิงเทรา,บางน้ำเปรี้ยว,ดอนเกาะกา,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
836,ฉะเชิงเทรา,บางน้ำเปรี้ยว,ดอนฉิมพลี,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
837,ฉะเชิงเทรา,บางน้ำเปรี้ยว,บางขนาก,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
838,ฉะเชิงเทรา,บางน้ำเปรี้ยว,บางน้ำเปรี้ยว,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
839,ฉะเชิงเทรา,บางน้ำเปรี้ยว,บึงน้ำรักษ์,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
840,ฉะเชิงเทรา,บางน้ำเปรี้ยว,โพรงอากาศ,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
841,ฉะเชิงเทรา,บางน้ำเปรี้ยว,โยธะกา,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
842,ฉะเชิงเทรา,บางน้ำเปรี้ยว,ศาลาแดง,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
843,ฉะเชิงเทรา,บางน้ำเปรี้ยว,สิงโตทอง,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
844,ฉะเชิงเทรา,บางน้ำเปรี้ยว,หมอนทอง,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
845,ฉะเชิงเทรา,บางปะกง,เขาดิน,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
846,ฉะเชิงเทรา,บางปะกง,ท่าข้าม,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
847,ฉะเชิงเทรา,บางปะกง,ท่าสะอ้าน,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
848,ฉะเชิงเทรา,บางปะกง,บางเกลือ,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
849,ฉะเชิงเทรา,บางปะกง,บางปะกง,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
850,ฉะเชิงเทรา,บางปะกง,บางผึ้ง,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
851,ฉะเชิงเทรา,บางปะกง,บางวัว,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
852,ฉะเชิงเทรา,บางปะกง,บางสมัคร,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
853,ฉะเชิงเทรา,บางปะกง,พิมพา,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
854,ฉะเชิงเทรา,บางปะกง,สองคลอง,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
855,ฉะเชิงเทรา,บางปะกง,หนองจอก,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
856,ฉะเชิงเทรา,บางปะกง,หอมศีล,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
857,ฉะเชิงเทรา,บ้านโพธิ์,เกาะไร่,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
858,ฉะเชิงเทรา,บ้านโพธิ์,คลองขุด,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
859,ฉะเชิงเทรา,บ้านโพธิ์,คลองบ้านโพธิ์,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
860,ฉะเชิงเทรา,บ้านโพธิ์,คลองประเวศ,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
861,ฉะเชิงเทรา,บ้านโพธิ์,ดอนทราย,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
862,ฉะเชิงเทรา,บ้านโพธิ์,ท่าพลับ,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
863,ฉะเชิงเทรา,บ้านโพธิ์,เทพราช,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
864,ฉะเชิงเทรา,บ้านโพธิ์,บางกรูด,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
865,ฉะเชิงเทรา,บ้านโพธิ์,บางซ่อน,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
866,ฉะเชิงเทรา,บ้านโพธิ์,บ้านโพธิ์,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
867,ฉะเชิงเทรา,บ้านโพธิ์,ลาดขวาง,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
868,ฉะเชิงเทรา,บ้านโพธิ์,สนามจันทร์,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
869,ฉะเชิงเทรา,บ้านโพธิ์,สิบเอ็ดศอก,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
870,ฉะเชิงเทรา,บ้านโพธิ์,แสนภูดาษ,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
871,ฉะเชิงเทรา,บ้านโพธิ์,หนองตีนนก,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
872,ฉะเชิงเทรา,บ้านโพธิ์,หนองบัว,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
873,ฉะเชิงเทรา,บ้านโพธิ์,แหลมประดู่,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
874,ฉะเชิงเทรา,แปลงยาว,แปลงยาว,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
875,ฉะเชิงเทรา,แปลงยาว,วังเย็น,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
876,ฉะเชิงเทรา,แปลงยาว,หนองไม้แก่น,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
877,ฉะเชิงเทรา,แปลงยาว,หัวสำโรง,4,นายวุฒิพงศ์ ฉายแสง,5,นายจิรัฏฐ์ ทองสุวรรณ์,2,,
878,ฉะเชิงเทรา,พนมสารคาม,เกาะขนุน,3,นายศักดิ์ชาย ตันเจริญ,5,นายเอกราช เนตรดี,1,,
879,ฉะเชิงเทรา,พนมสารคาม,เขาหินซ้อน,3,นายศักดิ์ชาย ตันเจริญ,5,นายเอกราช เนตรดี,1,,
880,ฉะเชิงเทรา,พนมสารคาม,ท่าถ่าน,3,นายศักดิ์ชาย ตันเจริญ,5,นายเอกราช เนตรดี,1,,
881,ฉะเชิงเทรา,พนมสารคาม,บ้านซ่อง,3,นายศักดิ์ชาย ตันเจริญ,5,นายเอกราช เนตรดี,1,,
882,ฉะเชิงเทรา,พนมสารคาม,พนมสารคาม,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
883,ฉะเชิงเทรา,พนมสารคาม,เมืองเก่า,3,นายศักดิ์ชาย ตันเจริญ,5,นายเอกราช เนตรดี,1,,
884,ฉะเชิงเทรา,พนมสารคาม,หนองยาว,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
885,ฉะเชิงเทรา,พนมสารคาม,หนองแหน,3,นายศักดิ์ชาย ตันเจริญ,5,นายเอกราช เนตรดี,1,,
886,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองจุกกระเฌอ,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
887,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองนครเนื่องเขต,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
888,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองนา,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
889,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองเปรง,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
890,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองหลวงแพ่ง,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
891,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองอุดมชลจร,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
892,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,ท่าไข่,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
893,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางกะไห,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
894,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางแก้ว,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
895,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางขวัญ,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
896,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางตีนเป็ด,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
897,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางเตย,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
898,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางไผ่,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
899,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางพระ,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
900,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บ้านใหม่,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
901,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,วังตะเคียน,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
902,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,โสธร,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
903,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,หนามแดง,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
904,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,หน้าเมือง,1,นางฐิติมา ฉายแสง,2,นายธนะชัย แสวงศิริผล,6,,
905,ฉะเชิงเทรา,ราชสาส์น,ดงน้อย,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
906,ฉะเชิงเทรา,ราชสาส์น,บางคา,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
907,ฉะเชิงเทรา,ราชสาส์น,เมืองใหม่,2,นายพงศ์ศรัณย์ อัศวชัยโสภณ,3,นายนพรัตน์ มุริกะ,2,,
908,ฉะเชิงเทรา,สนามชัยเขต,คู้ยายหมี,3,นายศักดิ์ชาย ตันเจริญ,5,นายเอกราช เนตรดี,1,,
909,ฉะเชิงเทรา,สนามชัยเขต,ท่ากระดาน,3,นายศักดิ์ชาย ตันเจริญ,5,นายเอกราช เนตรดี,1,,
910,ฉะเชิงเทรา,สนามชัยเขต,ทุ่งพระยา,3,นายศักดิ์ชาย ตันเจริญ,5,นายเอกราช เนตรดี,1,,
911,ฉะเชิงเทรา,สนามชัยเขต,ลาดกระทิง,3,นายศักดิ์ชาย ตันเจริญ,5,นายเอกราช เนตรดี,1,,
912,ชลบุรี,เกาะจันทร์,เกาะจันทร์,5,นายอนันต์ ปรีดาสุทธิจิตต์,1,นายภานุพงศ์ คำมูลอามาตย์,5,นายพรชัย วงศ์ล้อมนิล,6
913,ชลบุรี,เกาะจันทร์,ท่าบุญมี,5,นายอนันต์ ปรีดาสุทธิจิตต์,1,นายภานุพงศ์ คำมูลอามาตย์,5,นายพรชัย วงศ์ล้อมนิล,6
914,ชลบุรี,เกาะสีชัง,ท่าเทววงษ์,6,นางสุกุมล คุณปลื้ม,8,นางสาวกฤษฏิ์ ชีวะธรรมานนท์,7,นางสาวสปันธ์หยก ทองอยู่ชนะชล,5
915,ชลบุรี,บ่อทอง,เกษตรสุวรรณ,4,นายสรวุฒิ เนื่องจำนงค์,4,นางสาวนภัสวรรณ มณีรัตน์โรจน์,8,นายศุภศิษฎิ์ สรภัสจิรพงศ์,2
916,ชลบุรี,บ่อทอง,ธาตุทอง,4,นายสรวุฒิ เนื่องจำนงค์,4,นางสาวนภัสวรรณ มณีรัตน์โรจน์,8,นายศุภศิษฎิ์ สรภัสจิรพงศ์,2
