id,province,party,title,firstName,lastName,sex,age,occupation,highestEducation,vote,votePercent,rank
810101,81,32,นาย,เตชิต,  ดำดี,M,59,ธุรกิจส่วนตัว,ปริญญาตรี,561,0.54948,7
810102,81,7,นาย,กิตติ,  กิตติธรกุล,M,42,เลขานุการนายกองค์การบริหารส่วนจังหวัดกระบี่,ปริญญาโท,39520,38.70829,1
810103,81,26,นาย,ธนวัช,  ภูเก้าล้วน,M,43,นักธุรกิจ,ปริญญาโท,30877,30.24281,2
810104,81,22,นาย,สรรเพ็ชญ,  ศรีสวัสดิ์,M,29,ธุรกิจส่วนตัว,ปริญญาตรี,6308,6.17844,4
810105,81,25,ร้อยตำรวจตรี,ฮัจญีวิทย์,  แดงกุล,M,55,รับราชการ,ปริญญาตรี,705,0.69052,6
810106,81,29,นาย,ยุทธนา,  อ่าวลึกน้อย,M,53,เกษตรกร,ปริญญาโท,2388,2.33895,5
810107,81,31,นาย,วศิน,  สิริเกียรติกุล,M,38,นักการทูต,ปริญญาโท,15211,14.89858,3
810108,81,21,นางสาว,ทับทิม,  พึ่งหล้า,F,47,ธุรกิจส่วนตัว,ต่ำกว่าปริญญาตรี,333,0.32616,9
810109,81,37,นาย,ศิวกรณ์,  เอ่งฉ้วน,M,61,รับราชการ,ปริญญาเอก,417,0.40844,8
810110,81,61,นางสาว,สวลี,  หนูโส๊ะ,F,45,เกษตรกร,ปริญญาตรี,71,0.06954,10
810201,81,49,นาย,สมใจ,  นวลนุ่น,M,56,ทำสวน,ต่ำกว่าปริญญาตรี,563,0.60351,7
810202,81,31,นาย,สมพร,  แต่งแก้ว,M,52,ทนายความ,ปริญญาตรี,10038,10.76034,4
810203,81,37,นาย,สรวิศทชากร,  เลขานุกิจ,M,54,เจ้าของกิจการ,ปริญญาโท,13903,14.90347,2
810204,81,7,นาย,ถิรเดช,  ตั้งมั่นก่อกิจ,M,48,สมาชิกสภาองค์การบริหารส่วนจังหวัดกระบี่,ปริญญาตรี,44378,47.57147,1
810205,81,26,นาย,สาคร,  เกี่ยวข้อง,M,60,เกษตรกร,ปริญญาโท,12439,13.33412,3
810206,81,36,นาย,เจริง,  วรฤทธิ์,M,69,ทำสวน,ต่ำกว่าปริญญาตรี,327,0.35053,8
810207,81,29,นาย,สุวรรณ,  อินพรหม,M,48,ค้าขาย,ปริญญาตรี,1976,2.11819,6
810208,81,22,นาย,สุชีน,  เอ่งฉ้วน,M,44,เกษตรกร,ปริญญาโท,3234,3.46672,5
810209,81,27,นาย,ณรงค์,  อุดมศรี,M,64,เกษตรกร,ปริญญาตรี,163,0.17473,9
810210,81,25,นาย,ชูวงศ์,  มณีกุล,M,57,ทนายความ,ปริญญาตรี,137,0.14686,10
810301,81,7,นาย,สฤษฏ์พงษ์,  เกี่ยวข้อง,M,62,สมาชิกสภาผู้แทนราษฎรจังหวัดกระบี่,ปริญญาเอก,51845,52.13068,1
810302,81,31,นาย,ศุภฤกษ์,  มีล่าม,M,32,พนักงานบริษัทเอกชน,ปริญญาตรี,8040,8.0843,3
810303,81,37,นาย,อนันต์,  เขียวสด,M,41,วิทยากรและนักวิชาการพัฒนาชุมชนท้องถิ่นอิสระ,ปริญญาโท,751,0.75514,6
810304,81,25,นาย,อภินันท์,  เป๋าเงิน,M,66,เกษตรกร,ปริญญาตรี,474,0.47661,7
810305,81,26,นางสาว,พิมพ์รพี,  พันธุ์วิชาติกุล,F,51,เกษตรกร,ปริญญาเอก,25057,25.19507,2
810306,81,29,นาย,กุศล,  วะเจดีย์,M,50,ธุรกิจส่วนตัว,ปริญญาโท,2535,2.54897,4
810307,81,22,นาย,ภูเบท,  บุตรสมัน,M,61,ค้าขาย/ประกอบกิจการบ่อดิน,ปริญญาตรี,2266,2.27849,5
810308,81,61,นาย,มานพ,  ปัทมาสังขพิทักษ์,M,39,ทำสวน,ปริญญาตรี,102,0.10256,8
100101,10,22,นาย,พลัฏฐ์,  ศิริกุลพิสุทธิ์,M,48,ธุรกิจส่วนตัว,ปริญญาตรี,18261,19.34285,2
100102,10,21,นาง,อิสราพร,  นรินทร์,F,45,ธุรกิจส่วนตัว,ปริญญาเอก,431,0.45653,10
100103,10,24,นาย,วรัญชัย,  โชคชนะ,M,71,ข้าราชการบำนาญ,ปริญญาตรี,133,0.14088,13
100104,10,64,นาย,คงธัช,  เตชะวิเชียร,M,68,ผู้บริหารบริษัทเอกชน,ปริญญาโท,264,0.27964,11
100105,10,31,นาย,ปารเมศ,  วิทยารักษ์สรรค์,M,29,ธุรกิจส่วนตัว,ปริญญาตรี,37438,39.65596,1
100106,10,7,นางสาว,สิริอร,  ม้ามณี,F,51,ธุรกิจส่วนตัว,ปริญญาโท,656,0.69486,8
100107,10,32,นางสาว,สุวดี,  พันธุ์พานิช,F,43,ผู้บริหารบริษัทเอกชน,ปริญญาเอก,2368,2.50829,5
100108,10,29,นางสาว,กานต์กนิษฐ์,  แห้วสันตติ,F,46,นักการเมือง,ปริญญาโท,15289,16.19477,3
100109,10,14,นาย,นันทพันธ์,  ศุภณ์ภัทรพงศ์,M,38,ธุรกิจส่วนตัว,ปริญญาตรี,1247,1.32088,7
100110,10,26,นาง,เจิมมาศ,  จึงเลิศศิริ,F,64,ข้าราชการการเมือง,ปริญญาโท,11544,12.22791,4
100111,10,37,นาย,สฤษดิ์,  ไพรทอง,M,45,ผู้บริหารบริษัทเอกชน,ปริญญาเอก,1495,1.58357,6
100112,10,42,นางสาว,กฤษยากร,  สรชัย,F,30,พนักงานบริษัทเอกชน,ปริญญาตรี,130,0.1377,14
100113,10,25,นางสาว,ปุณณ์ภัสสร,  จีรวิวัฒนชัย,F,54,ผู้บริหารบริษัทเอกชน,ปริญญาโท,625,0.66203,9
100114,10,30,นาย,มงคล,  เสมอภาพ,M,69,นักการเมือง,ปริญญาตรี,140,0.14829,12
100115,10,61,นางสาว,ธนวรัทย์,  เกียรติสิริกพล,F,62,ธุรกิจส่วนตัว,ต่ำกว่าปริญญาตรี,71,0.07521,15
100201,10,26,นางสาว,อรอนงค์,  กาญจนชูศักดิ์,F,61,นักการเมือง,ปริญญาโท,7392,7.62125,4
100202,10,18,นาย,ณัฐกานต์,  สุวรรณะโสภณ,M,46,พนักงานบริษัทเอกชน,ปริญญาโท,486,0.50107,11
100203,10,14,นาย,วรนนท์,  อัศวกิตติเมธิน,M,42,ผู้บริหารบริษัทเอกชน,ปริญญาโท,1567,1.6156,7
100204,10,25,นาย,พงษ์วัฒน์,  ตันนุกูล,M,43,ธุรกิจส่วนตัว,ปริญญาตรี,572,0.58974,10
100205,10,29,นางสาว,ลีลาวดี,  วัชโรบล,F,56,บุคลากรทางการศึกษา,ปริญญาเอก,12235,12.61444,3
100206,10,21,นาย,ภัทรพล,  หมดมลทิน,M,47,ผู้บริหารสถานศึกษา,ปริญญาเอก,338,0.34848,12
100207,10,64,นางสาว,อังสณา,  เนียมวณิชกุล,F,37,ธุรกิจส่วนตัว,ปริญญาเอก,665,0.68562,9
100208,10,32,นาย,ธวัชชัย,  ปิยนนทยา,M,67,ธุรกิจส่วนตัว,ปริญญาเอก,1400,1.44342,8
100209,10,24,นางสาว,เกศปรียา,  แก้วแสนเมือง,F,32,สื่อมวลชน,ปริญญาโท,270,0.27837,13
100210,10,22,นางสาว,ศิรินันท์,  ศิริพานิช,F,38,ธุรกิจส่วนตัว,ปริญญาโท,17908,18.46338,2
100211,10,37,นาย,พณิชย์,  วิทยาภัทร์,M,47,ธุรกิจส่วนตัว,ปริญญาโท,2631,2.71259,6
100212,10,7,นางสาว,พัชรินทร์,  ซำศิริพงษ์,F,35,นักการเมือง,ปริญญาเอก,5237,5.39941,5
100213,10,31,นางสาว,ธิษะณา,  ชุณหะวัณ,F,31,ธุรกิจส่วนตัว,ปริญญาโท,41148,42.42412,1
100214,10,36,นาย,สัญญา,  พุทธเจริญลาภ,M,49,ธุรกิจส่วนตัว,ปริญญาตรี,224,0.23095,14
100215,10,61,นาย,ธเนศพล,  ศุกลกานต์,M,68,ธุรกิจส่วนตัว,ต่ำกว่าปริญญาตรี,125,0.12888,15
100301,10,64,นาย,สุรสิทธิ์,  มัจฉาเดช,M,59,ธุรกิจส่วนตัว,ปริญญาโท,222,0.25199,13
100302,10,21,นาย,ปราปต์ปฎล,  สุวรรณบาง,M,54,นักแสดง,ปริญญาโท,465,0.52782,11
100303,10,47,นางสาว,ธนินท์ธร,  คำทองสุข,F,51,บุคลากรทางการศึกษา,ปริญญาโท,268,0.30421,12
100304,10,31,นาย,จรยุทธ,  จตุรพรประสิทธิ์,M,38,ทนายความ,ปริญญาโท,33431,37.94751,1
100305,10,29,นางสาว,เพ็ญพิสุทธิ์,  จินตโสภณ,F,36,ผู้บริหารบริษัทเอกชน,ปริญญาเอก,14370,16.31138,3
100306,10,18,นาย,พงศพัศ,  กตคุณวิสิทธิ์,M,44,ธุรกิจส่วนตัว,ปริญญาตรี,713,0.80933,7
100307,10,26,นาย,อภิมุข,  ฉันทวานิช,M,46,ธุรกิจส่วนตัว,ปริญญาโท,10269,11.65634,4
100308,10,22,นาย,เนวินธุ์,  ช่อชัยทิพฐ์,M,45,ข้าราชการการเมือง,ปริญญาตรี,15823,17.96068,2
100309,10,25,นาย,ไสว,  ทัศนีย์ภาพ,M,62,นักการเมือง,ปริญญาตรี,669,0.75938,8
100310,10,7,นาย,นรเสฏฐ์,  เธียรประสิทธิ์,M,40,ผู้บริหารสถานศึกษาเอกชน,ปริญญาโท,632,0.71738,9
100311,10,32,นาย,นรุตม์ชัย,  บุนนาค,M,31,ธุรกิจส่วนตัว,ปริญญาโท,1072,1.21683,6
100312,10,24,นาย,สันติ,  วิชัยพล,M,54,บุคลากรทางการศึกษา,ปริญญาโท,97,0.1101,15
100313,10,13,ร้อยโท,สุพร,  ขำสีเมฆ,M,64,ข้าราชการบำนาญ,ต่ำกว่าปริญญาตรี,139,0.15778,14
100314,10,14,นาย,ปรัชญา,  อึ้งรังษี,M,49,ธุรกิจส่วนตัว,ปริญญาโท,2253,2.55738,5
100315,10,37,นางสาว,ชญาภา,  ปรีดาพากย์,F,39,ธุรกิจส่วนตัว,ปริญญาโท,535,0.60728,10
100316,10,61,ว่าที่พันตรี,วินัย,  ตรีนุมิตร,M,64,พนักงานบริษัทเอกชน,ปริญญาตรี,47,0.05335,17
100317,10,56,นาย,ฟาริศานนท์,  รุจิศาสตร์,M,44,ธุรกิจส่วนตัว,ปริญญาตรี,78,0.08854,16
100401,10,7,นาง,กรณิศ,  งามสุคนธ์รัตนา,F,54,นักการเมือง,ปริญญาโท,9643,10.80497,5
100402,10,31,นาย,ภัณฑิล,  น่วมเจิม,M,45,ธุรกิจส่วนตัว,ปริญญาโท,33381,37.40336,1
100403,10,21,นางสาว,ณัฐรมณ์,  ลิ้นลา,F,32,ธุรกิจส่วนตัว,ปริญญาตรี,273,0.3059,11
100404,10,32,นางสาว,ศรัณยภัคร,  สุนทรปิยะกุลพัศ,F,50,ธุรกิจส่วนตัว,ปริญญาโท,589,0.65997,7
100405,10,26,นาย,พงศกร,  ขวัญเมือง,M,29,ผู้บริหารบริษัทเอกชน,ปริญญาโท,14908,16.70439,2
100406,10,36,นาย,เอกราช,  หวังนุช,M,65,นักการเมือง,ปริญญาโท,127,0.1423,12
100407,10,25,นาย,กษิติ,  กมลนาวิน,M,64,สื่อมวลชน,ปริญญาตรี,541,0.60619,8
100408,10,37,นาย,ภูวกร,  ปรางภรพิทักษ์,M,35,ธุรกิจส่วนตัว,ปริญญาตรี,506,0.56697,9
100409,10,24,นางสาว,ศณิศา,  จิรเสวีนุประพันธ์,F,25,ธุรกิจส่วนตัว,ปริญญาตรี,275,0.30814,10
100410,10,22,นาย,เขตรัฐ,  เหล่าธรรมทัศน์,M,34,นักการเมือง,ปริญญาโท,12992,14.55752,3
100411,10,29,นาย,นวธันย์,  ธวัชวงศ์เดชากุล,M,51,ธุรกิจส่วนตัว,ปริญญาโท,10901,12.21455,4
100412,10,14,นาย,ปรินต์,  ทองปุสสะ,M,41,ธุรกิจส่วนตัว,ปริญญาโท,983,1.10145,6
100413,10,63,นาย,สัญชัย,  สไพพงศ์,M,31,นักกฎหมาย,ปริญญาตรี,81,0.09076,14
100414,10,56,นาย,กาศ,ประกาศสิริ  เจริญพระสิริ,M,37,ธุรกิจส่วนตัว,ปริญญาตรี,101,0.11317,13
100415,10,61,นาย,อิ่มหรอน,  ทิ้งผอม,M,44,พนักงานบริษัทเอกชน,ปริญญาตรี,67,0.07507,15
100501,10,26,นางสาว,สุภัสสรา,  ธงไชย,F,52,ธุรกิจส่วนตัว,ปริญญาโท,1835,1.84905,5
100502,10,64,นาย,ศรราม,  สีบุญเรือง,M,46,ธุรกิจส่วนตัว,ปริญญาตรี,305,0.30734,10
100503,10,21,นาย,ภูตฤณ,  ภูธีรภาพ,M,58,ธุรกิจส่วนตัว,ปริญญาตรี,289,0.29121,11
100504,10,37,นาย,กานต์,  กิตติอำพน,M,45,ธุรกิจส่วนตัว,ปริญญาตรี,763,0.76884,9
100505,10,29,นาย,ขจรศักดิ์,  ประดิษฐาน,M,47,เจ้าของธุรกิจฯ,ปริญญาโท,15443,15.56127,3
100506,10,24,นางสาว,สิริวรรณ,  สกดผล,F,53,ผู้บริหารบริษัทเอกชน,ต่ำกว่าปริญญาตรี,177,0.17836,13
100507,10,32,นาย,ศุข,  ศักดิ์ณรงค์เดช,M,47,พนักงานบริษัทเอกชน,ปริญญาตรี,783,0.789,8
100508,10,7,นาย,ประเดิมชัย,  บุญช่วยเหลือ,M,59,นักการเมือง,ปริญญาโท,9693,9.76723,4
100509,10,25,นางสาว,อริญรดา,  มีเพียร,F,34,ธุรกิจส่วนตัว,ปริญญาตรี,816,0.82225,7
100510,10,61,นาย,พีท,  อุทยารัตน์,M,34,ธุรกิจส่วนตัว,ปริญญาเอก,124,0.12495,14
100511,10,22,นางสาว,ภรณี,  วัฒนโชติ,F,35,ธุรกิจส่วนตัว,ปริญญาโท,15886,16.00766,2
100512,10,31,นาย,เฉลิมชัย,  กุลาเลิศ,M,33,แพทย์,ปริญญาตรี,47147,47.50806,1
100513,10,14,นาย,กอบกฤต,  สุขสถิตย์,M,38,บุคลากรทางการศึกษา,ปริญญาโท,1627,1.63946,6
100514,10,30,ว่าที่ร้อยโท,เกียรติสร,  พุสดี,M,49,ทนายความ,ปริญญาเอก,190,0.19146,12
100601,10,29,นาย,ภัทร,  ภมรมนตรี,M,42,ธุรกิจส่วนตัว,ปริญญาโท,16718,15.46331,3
100602,10,24,นาย,ภากร,  แสงบรรจง,M,54,ธุรกิจส่วนตัว,ต่ำกว่าปริญญาตรี,225,0.20811,14
100603,10,31,นาย,กัณตภณ,  ดวงอัมพร,M,38,ธุรกิจส่วนตัว,ปริญญาตรี,46082,42.62353,1
100604,10,22,นางสาว,อรพินทร์,  เพชรทัต,F,58,นักการเมือง,ปริญญาโท,24040,22.23579,2
100605,10,25,นาย,พลเดช,  สุวรรณอาภา,M,40,แพทย์,ปริญญาเอก,625,0.57809,11
100606,10,7,นางสาว,ภาดาท์,  วรกานนท์,F,46,นักการเมือง,ปริญญาโท,3361,3.10876,5
100607,10,45,นาย,สายธง,  เมืองวงษ์,M,58,ธุรกิจส่วนตัว,ต่ำกว่าปริญญาตรี,321,0.29691,13
100608,10,32,นาย,รัตนมงคล,  เลิศทวีวิทย์,M,37,นักการเมือง,ปริญญาโท,921,0.85188,9
100609,10,26,นาย,ธนา,  ชีรวินิจ,M,60,นักการเมือง,ปริญญาตรี,3966,3.66835,4
100610,10,37,ร้อยเอก,รชฏ,  พิสิษฐบรรณกร,M,48,ธุรกิจส่วนตัว,ปริญญาโท,1939,1.79348,7
100611,10,14,นาย,นที,  ศิริธรรมวัฒน์,M,44,ธุรกิจส่วนตัว,ปริญญาโท,1460,1.35043,8
100612,10,64,นาย,คริส,  โปตระนันทน์,M,35,ทนายความ,ปริญญาโท,2574,2.38082,6
100613,10,21,นางสาว,นภาภรณ์,  กีรติปัถวี,F,51,กิจการส่วนตัว,ปริญญาโท,368,0.34038,12
100614,10,18,นาย,วรวุธ,  ลีลานภาศักดิ์,M,42,นักวิชาการ,ปริญญาโท,646,0.59752,10
100615,10,30,นาย,ณัฐนันท์,  อ่อนยั่งยืน,M,45,ธุรกิจส่วนตัว,ปริญญาตรี,68,0.0629,15
100701,10,22,นาย,ชื่นชอบ,  คงอุดม,M,47,นักการเมือง,ปริญญาตรี,24882,24.9704,2
100702,10,32,นาย,ทวีชัย,  วงศ์ไพโรจน์กุล,M,36,พนักงานบริษัทเอกชน,ปริญญาตรี,618,0.6202,8
100703,10,26,นาย,ภูเบศร์,  อภัยวงศ์,M,41,ธุรกิจส่วนตัว,ปริญญาตรี,2283,2.29111,4
100704,10,64,นาย,ทันธรรม,  วงษ์ชื่น,M,32,ทนายความ,ปริญญาตรี,252,0.2529,12
100705,10,30,นาย,อดุลย์,  ย่าพรหม,M,61,ไม่ระบุ,ปริญญาโท,288,0.28902,10
100706,10,25,นางสาว,บุณยนุช,  ปทิตหิรัณยา,F,62,นักการเมือง,ปริญญาตรี,701,0.70349,7
100707,10,31,นางสาว,ภัสริน,  รามวงศ์,F,38,นักวิชาการ,ปริญญาโท,45050,45.21004,1
100708,10,29,นาย,รัฐพงศ์,  ระหงษ์,M,29,ธุรกิจส่วนตัว,ปริญญาโท,17266,17.32734,3
100709,10,14,นาย,แสนยากรณ์,  สิงห์วีรธรรม,M,33,พนักงานบริษัทเอกชน,ปริญญาตรี,1287,1.29157,6
100710,10,7,นาย,พชร,  ภูมิจิตร,M,36,ธุรกิจส่วนตัว,ปริญญาโท,391,0.39239,9
100711,10,42,นางสาว,พัทธนันท์,  ฤทธิ์ชัยเรืองเดช,F,42,ธุรกิจส่วนตัว,ปริญญาตรี,185,0.18566,13
100712,10,37,ร้อยตำรวจเอก,วัฒนรักษ์,  อำนรรฆสรเดช,M,41,นักวิชาการ,ปริญญาโท,1296,1.3006,5
100713,10,65,นาย,ธนกร,  คงชื่นประยูร,M,54,ธุรกิจส่วนตัว,ปริญญาโท,106,0.10638,15
100714,10,21,นาย,พีร์นิธิ,  มัญชุไพบูลย์,M,37,พนักงานบริษัทเอกชน,ปริญญาตรี,264,0.26494,11
100715,10,24,นางสาว,รณกฤต,  หะมิชาติ,F,30,ธุรกิจส่วนตัว,ปริญญาตรี,106,0.10638,15
100801,10,64,นางสาว,เต็มสินี,  โสภาสมสวัสดิ์,F,35,ธุรกิจส่วนตัว,ปริญญาโท,516,0.47677,10
100802,10,29,นาย,สุรชาติ,  เทียนทอง,M,44,นักการเมือง,ปริญญาโท,25174,23.26015,2
100803,10,32,นางสาว,ณิชชา,  บุญลือ,F,31,ธุรกิจส่วนตัว,ปริญญาโท,896,0.82788,7
100804,10,25,นาย,อนุพันธ์,  ธราดลรัตนากร,M,52,ธุรกิจส่วนตัว,ปริญญาโท,580,0.53591,9
100805,10,31,นาย,ชยพล,  สท้อนดี,M,29,พนักงานบริษัทเอกชน,ปริญญาตรี,40011,36.96918,1
100806,10,30,นาย,พิบูลย์,  เพียรพานิชกุล,M,58,ผู้บริหารบริษัทเอกชน,ปริญญาเอก,223,0.20605,12
100807,10,37,นาย,รังสรรค์,  กียปัจจ์,M,46,ผู้บริหารบริษัทเอกชน,ปริญญาโท,5431,5.01811,5
100808,10,21,นางสาว,พรสุดา,  ทบทอบ,F,26,ธุรกิจส่วนตัว,ปริญญาตรี,414,0.38253,11
100809,10,36,นาง,ดรุณี,  เทพพนม,F,57,ไม่ระบุ,ต่ำกว่าปริญญาตรี,208,0.19219,13
100810,10,14,นางสาว,วิเวียน,  จุลมนต์,F,34,พนักงานบริษัทเอกชน,ปริญญาโท,2259,2.08726,6
100811,10,7,นาง,ศลิษา,  สิงหเสนี,F,46,นักการเมือง,ปริญญาตรี,811,0.74934,8
100812,10,22,นางสาว,อรัญญา,  มณีแจ่ม,F,38,ธุรกิจส่วนตัว,ปริญญาตรี,18207,16.82282,3
100813,10,24,นาย,ธีระบูล,  ชื่นสำราญ,M,66,ไม่ระบุ,ต่ำกว่าปริญญาตรี,202,0.18664,14
100814,10,26,พลตำรวจตรี,วิชัย,  สังข์ประไพ,M,68,ข้าราชการการเมือง,ปริญญาเอก,8261,7.63296,4
100815,10,5,นาย,ถนัด,  แสงวิเชียร,M,53,สื่อมวลชน,ต่ำกว่าปริญญาตรี,108,0.09979,15
100816,10,63,นาย,เวียง,  สาดนอก,M,48,ธุรกิจส่วนตัว,ปริญญาโท,91,0.08408,16
100818,10,67,นาย,ฐานะรัตน์,  รองรัตน์,M,55,ธุรกิจส่วนตัว,ปริญญาตรี,70,0.06468,18
100819,10,56,นาย,สมชาย,  สุขเทวี,M,55,ธุรกิจส่วนตัว,ต่ำกว่าปริญญาตรี,87,0.08039,17
100901,10,7,นางสาว,พีร์ปภาอร,  เสถียรไทย,F,38,นักการเมือง,ปริญญาตรี,1006,0.93325,8
100902,10,29,นาย,อนุสรณ์,  ปั้นทอง,M,59,นักการเมือง,ปริญญาโท,20573,19.0853,2
100903,10,14,นางสาว,แวววรรณ,  ก้องไตรภพ,F,39,บุคลากรทางการศึกษา,ปริญญาเอก,2415,2.24036,5
100904,10,32,นาย,เกรียงไกร,  ไกรนรา,M,59,ข้าราชการบำนาญ,ปริญญาเอก,2026,1.87949,7
100905,10,26,นาย,ธีรวิทย์,  ภูมิดิษฐ์,M,39,ธุรกิจส่วนตัว,ปริญญาตรี,2372,2.20047,6
100906,10,21,นาย,ศราวุธ,  ทบทอบ,M,27,พนักงานบริษัทเอกชน,ปริญญาตรี,466,0.4323,11
100907,10,22,นางสาว,พัชรนันท์,  โกศลสมบัตินนท์,F,34,ธุรกิจส่วนตัว,ปริญญาโท,18866,17.50174,3
100908,10,37,นาย,อนันตชาติ,  บัวสุวรรณ์,M,55,นักการเมือง,ปริญญาเอก,2475,2.29602,4
100909,10,25,นาย,กิตติพงศ์,  ท่าพิกุล,M,53,ธุรกิจส่วนตัว,ปริญญาตรี,996,0.92398,9
100910,10,31,นาย,ศุภณัฐ,  มีนชัยนันท์,M,31,ธุรกิจส่วนตัว,ปริญญาโท,50132,46.5068,1
100911,10,64,นาย,อุเทน,  ไม้สนธิ์,M,33,พนักงานบริษัทเอกชน,ปริญญาตรี,594,0.55105,10
101001,10,14,นาย,อรรถสิทธิ์,  เหลืองไพบูลย์,M,29,ธุรกิจส่วนตัว,ปริญญาตรี,751,0.72144,7
101002,10,32,นาย,การุณ,  โหสกุล,M,55,นักการเมือง,ปริญญาโท,22492,21.60677,2
101003,10,37,นางสาว,สุชาดา,  เวสารัชตระกูล,F,39,เภสัชกร,ปริญญาเอก,895,0.85978,6
101004,10,25,นาย,เฉลิมพล,  อุตรัตน์,M,47,ธุรกิจส่วนตัว,ปริญญาตรี,516,0.49569,8
101005,10,18,พลตรีหญิง,ดาวใจ,  เจิมเจิดพล,F,61,ข้าราชการบำนาญ,ปริญญาตรี,385,0.36985,9
101006,10,31,นาย,เอกราช,  อุดมอำนวย,M,38,ทนายความ,ปริญญาโท,38313,36.8051,1
101007,10,26,นาย,ธัญญ์นิธิ,  ชวรัตน์นิธิโชติ,M,44,ธุรกิจส่วนตัว,ปริญญาตรี,9545,9.16933,5
101008,10,22,นางสาว,ณัฐวรินธร,  บวรภัควุฒิสิริ,F,42,นักวิชาการ,ปริญญาโท,11065,10.62951,4
101009,10,24,นาย,ณัฏฐ์,  ภูวสันติ,M,40,พนักงานบริษัทเอกชน,ปริญญาตรี,329,0.31605,10
101010,10,29,นาย,สุธนพจน์,  กิจธนาภิทักษ์,M,48,ธุรกิจส่วนตัว,ปริญญาตรี,14745,14.16467,3
101011,10,7,นางสาว,ณัฏฐ์,  มงคลนาวิน,F,44,ธุรกิจส่วนตัว,ปริญญาตรี,316,0.30356,11
101012,10,36,นาย,โอวาท,  พรหมพินิจ,M,66,ข้าราชการบำนาญ,ปริญญาเอก,111,0.10663,12
101013,10,30,นาง,กอบกุล,  สังฆมณี,F,49,ธุรกิจส่วนตัว,ปริญญาตรี,85,0.08165,14
101014,10,63,ร้อยตำรวจตรี,คเนศ,  ศรีศักดิ์,M,69,ธุรกิจส่วนตัว,ปริญญาตรี,79,0.07589,15
101015,10,21,นาง,มาเรียม,  และมิตร,F,57,ธุรกิจส่วนตัว,ต่ำกว่าปริญญาตรี,109,0.10471,13
101101,10,29,นาย,เอกภาพ,  หงสกุล,M,48,พนักงานบริษัทเอกชน,ปริญญาตรี,14325,13.96022,4
101102,10,10,ว่าที่ร้อยตรี,เทวิน,  พิมพ์พันธุ์,M,46,ธุรกิจส่วนตัว,ปริญญาตรี,181,0.17639,12
101103,10,31,นางสาว,ศศินันท์,  ธรรมนิฐินันท์,F,34,ทนายความ,ปริญญาตรี,36985,36.04319,1
101104,10,26,นาย,วัทธิกร,  หรุ่นศิริ,M,43,พนักงานบริษัทเอกชน,ปริญญาตรี,879,0.85662,6
101105,10,22,นาย,สุภดิช,  อากาศฤกษ์,M,55,นักการเมือง,ปริญญาโท,7658,7.46299,5
101106,10,7,นาย,เอกภพ,  เหลืองประเสริฐ,M,39,ธุรกิจส่วนตัว,ปริญญาโท,14645,14.27207,3
101107,10,37,นาวาอากาศเอก,บัญชาพล,  อรัณยะนาค,M,47,ข้าราชการบำนาญ,ปริญญาตรี,827,0.80594,7
101108,10,25,นางสาว,ภารดี,  อัศวพิทยา,F,34,ธุรกิจส่วนตัว,ปริญญาตรี,436,0.4249,8
101109,10,32,นาย,สมชาย,  เวสารัชตระกูล,M,65,ธุรกิจส่วนตัว,ปริญญาเอก,22242,21.67562,2
101110,10,14,นาย,วิโรจน์,  จิตรอบอารีย์,M,55,ธุรกิจส่วนตัว,ปริญญาตรี,402,0.39176,9
101111,10,64,นาย,สรรเสริญ,  บุญเกษม,M,30,พนักงานบริษัทเอกชน,ปริญญาตรี,263,0.2563,10
101112,10,30,นาย,พะเนาว์,  ตามประทีป,M,65,ธุรกิจส่วนตัว,ปริญญาตรี,79,0.07699,13
101113,10,21,นาย,ไพฑูรย์,  และมิตร,M,61,ธุรกิจส่วนตัว,ต่ำกว่าปริญญาตรี,194,0.18906,11
101201,10,25,นาย,นนท์ปวิธ,  แก้วงาม,M,46,พนักงานบริษัทเอกชน,ปริญญาตรี,989,0.92942,8
101202,10,7,นาย,ศุภกิจ,  ตังทัตสวัสดิ์,M,49,นักแสดง,ปริญญาตรี,922,0.86646,9
101203,10,32,นาย,ประเวศร์,  วัลลภบรรหาร,M,53,ธุรกิจส่วนตัว,ปริญญาโท,1426,1.3401,6
101204,10,10,นางสาว,กาญจนา,  ธนรัชต์ทวีทอง,F,46,ธุรกิจส่วนตัว,ปริญญาโท,232,0.21802,14
101205,10,31,นาย,ภูริวรรธก์,  ใจสำราญ,M,45,ธุรกิจส่วนตัว,ปริญญาโท,45797,43.03825,1
101206,10,17,นางสาว,นราวดี,  เรืองทวีเชาว์,F,42,ธุรกิจส่วนตัว,ปริญญาตรี,309,0.29039,12
101207,10,24,นางสาว,กษมปภา,  วรัชยารวีภาส,F,56,อิสระ,ต่ำกว่าปริญญาตรี,447,0.42007,10
101208,10,18,นาย,พิเชฐ,  เดชอรัญ,M,61,พนักงานบริษัทเอกชน,ปริญญาตรี,438,0.41162,11
101209,10,26,นางสาว,ปราณี,  เชื้อเกตุ,F,54,ธุรกิจส่วนตัว,ปริญญาตรี,12405,11.65774,4
101210,10,29,นาย,ญาณกิตติ์,  ห่วงทรัพย์,M,38,แพทย์,ปริญญาตรี,18633,17.51057,2
101211,10,22,นาย,ศรราม,  ภูมิไชย,M,40,วิศวกร,ปริญญาตรี,13608,12.78827,3
